student_id,district,al_passed,ol_passed,stream,career_interest,budget,preferred_city,hostel_required,sports_or_extracurricular,university_id,university_name,university_type,location,degree_programs,program_description,language_mediums,hostel_available,semester_fee_lkr,entry_requirements,ranking_score,international_affiliation,recommended_university_id
3585,Mannar,FALSE,TRUE,Commerce,Arts,119374,Jaffna,TRUE,TRUE,P012,Kaatsu International University,Private,Colombo,MBA,2-year executive program with case study methodology and leadership simulations.,"English,Sinhala,Tamil",TRUE,109353,A/L pass or O/L pass,20,FALSE,P012
3586,Nuwara Eliya,FALSE,FALSE,Biological Science,Law,216033,Matale,TRUE,TRUE,P023,SLIATE Affiliated Private Colleges,Private,Various,Certificate in Pastry Arts,6-month baking program with French techniques.,"English,Sinhala,Tamil",TRUE,148909,A/L pass or O/L pass,30,FALSE,P023
3587,Polonnaruwa,TRUE,TRUE,Arts,Agriculture,138956,Ratnapura,FALSE,TRUE,G007,Rajarata University of Sri Lanka,Public,Mihintale,BSc in Logistics Management,3-year supply chain program with warehouse simulations and port terminal visits.,"English,Sinhala,Tamil",FALSE,8064,Z-score,57.41,FALSE,G007
3588,Gampaha,FALSE,FALSE,Arts,Arts,266384,Matale,FALSE,TRUE,P024,Imperial College of Business Studies,Private,Colombo,BSc in Psychology,3-year behavioral science program with clinical observations and counseling workshops.,"English,Sinhala,Tamil",FALSE,165146,A/L pass or O/L pass,30,TRUE,P024
3589,Mannar,TRUE,TRUE,Technology,Engineering,281652,Nuwara Eliya,TRUE,FALSE,G016,University of Vavuniya,Public,Vavuniya,Bachelor of Transport Engineering,"Port logistics program with AnyLogic simulations, smart mobility projects (Uber/Pepper), and traffic management studies. Includes supply chain optimization.","English,Sinhala,Tamil",TRUE,14397,Z-score,35,TRUE,G016
3590,Kilinochchi,FALSE,TRUE,Physical Science,Design,266607,Trincomalee,TRUE,TRUE,P002,Informatics Institute of Technology (IIT),Private,Colombo,Diploma in IT,2-year technical program with CCNA/Microsoft fundamentals.,"English,Sinhala,Tamil",TRUE,68711,A/L pass or O/L pass,48,TRUE,P002
3591,Puttalam,TRUE,TRUE,Physical Science,Engineering,119591,Trincomalee,FALSE,TRUE,P011,American College of Higher Education (ACHE),Private,Negombo,BSc in Psychology,3-year program with clinical observations at National Hospital and counseling workshops.,"English,Sinhala,Tamil",FALSE,168800,A/L pass or O/L pass,32,TRUE,P011
3592,Nuwara Eliya,FALSE,FALSE,Arts,Law,261538,Nuwara Eliya,TRUE,TRUE,P025,Virtusa Institute of Technology,Private,Colombo,BA in Pali Language,3-year ancient text translation degree with manuscript studies.,"English,Sinhala,Tamil",TRUE,103598,A/L pass or O/L pass,50,FALSE,P025
3593,Kilinochchi,FALSE,FALSE,Biological Science,Business,254975,Matara,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in IT,"3-year program with Cisco networking labs, cybersecurity modules, and cloud computing.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3594,Puttalam,TRUE,TRUE,Biological Science,Agriculture,88312,Matale,FALSE,TRUE,G011,South Eastern University of Sri Lanka,Public,Oluvil,BSc (Hons) Business IT,3-year dual-focused degree with SAP ERP training and digital marketing.,"English,Sinhala,Tamil",FALSE,13284,Z-score,41.46,TRUE,G011
3595,Kandy,FALSE,FALSE,Biological Science,IT,283195,Kilinochchi,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Cyber Security,3-year ethical hacking program with penetration testing.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3596,Matale,TRUE,TRUE,Arts,Arts,258000,Galle,TRUE,FALSE,P004,CINEC Campus,Private,"Malabe, Jaffna, Wattala",Diploma in Construction Management,1-year project planning certification.,"English,Sinhala,Tamil",TRUE,196801,A/L pass or O/L pass,35,TRUE,P004
3597,Vavuniya,FALSE,FALSE,Biological Science,Law,204248,Mannar,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Online MSc in AI,18-month advanced technical degree with ML projects.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3598,Mannar,TRUE,TRUE,Physical Science,Medicine,203071,Mullaitivu,FALSE,FALSE,G000,University of Colombo,Public,Colombo,Bachelor of Marine Biology,"Coral reef research program with underwater robotics, oceanography fieldwork, and marine conservation projects. Includes research vessel access.","English,Sinhala,Tamil",FALSE,8511,Z-score,74.94,TRUE,G000
3599,Kilinochchi,FALSE,FALSE,Biological Science,Business,231407,Kandy,TRUE,TRUE,P028,Cardiff Metropolitan University (CMU) Sri Lanka,Private,Colombo,BA (Hons) Business Administration,3-year UK-linked management degree.,"English,Sinhala,Tamil",TRUE,205744,A/L pass or O/L pass,58,TRUE,P028
3600,Batticaloa,TRUE,TRUE,Biological Science,Medicine,285255,Puttalam,FALSE,FALSE,P005,Asia Pacific Institute of IT (APIIT),Private,"Colombo, Kandy",Bachelor of Social Work,Community development program with reconciliation projects and NGO partnerships. Includes fieldwork in post-war areas.,"English,Sinhala,Tamil",FALSE,61804,A/L pass or O/L pass,46,TRUE,P005
3601,Ratnapura,FALSE,FALSE,Commerce,Agriculture,75813,Kilinochchi,FALSE,FALSE,P005,Asia Pacific Institute of IT (APIIT),Private,"Colombo, Kandy",BSc in Marketing,3-year digital marketing degree with Google Analytics certification.,"English,Sinhala,Tamil",FALSE,61804,A/L pass or O/L pass,46,TRUE,P005
3602,Matale,TRUE,TRUE,Physical Science,Business,40112,Kurunegala,FALSE,TRUE,P015,Lyceum Campus,Private,"Colombo, Wattala",BA (Hons) in English,3-year literature program with creative writing workshops and TESL certification options.,"English,Sinhala,Tamil",FALSE,180180,A/L pass or O/L pass,33,TRUE,P015
3603,Trincomalee,FALSE,TRUE,Technology,Medicine,34017,Batticaloa,TRUE,TRUE,G004,University of Kelaniya,Public,Kelaniya,Bachelor of Economics,"Post-war development program with reconstruction economics, Islamic finance, and regional planning.","English,Sinhala,Tamil",TRUE,10905,Z-score,64.73,FALSE,G004
3604,Badulla,FALSE,FALSE,Commerce,Agriculture,139170,Matara,FALSE,TRUE,P001,NSBM Green University,Private,"Homagama, Colombo",Bachelor of Meditation,"Therapeutic applications program with mindfulness training, clinical research, and retreat leadership.","English,Sinhala,Tamil",FALSE,25419,A/L pass or O/L pass,45,TRUE,P001
3605,Polonnaruwa,FALSE,FALSE,Physical Science,Business,204794,Kurunegala,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Buddhist Studies,"Pali canon program with scriptural research, archaeology fieldwork, and meditation studies.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3606,Kurunegala,TRUE,TRUE,Technology,IT,17697,Matale,FALSE,FALSE,P005,Asia Pacific Institute of IT (APIIT),Private,"Colombo, Kandy",Diploma in Digital Marketing,1-year program with Google Analytics certification and social media strategy projects.,"English,Sinhala,Tamil",FALSE,61804,A/L pass or O/L pass,46,TRUE,P005
3607,Vavuniya,FALSE,FALSE,Arts,Arts,19135,Matale,FALSE,FALSE,P029,University of West London (UWL) Sri Lanka,Private,Colombo,BSc in Cyber Security,3-year ethical hacking program with penetration testing competitions and forensics training.,"English,Sinhala,Tamil",FALSE,12003,A/L pass or O/L pass,55,FALSE,P029
3608,Polonnaruwa,FALSE,FALSE,Biological Science,Medicine,287002,Polonnaruwa,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BEng (Hons) Software Engineering,4-year UK-accredited degree featuring Agile/DevOps methodologies. Includes Apple Mac labs and 12-month placements at 99x Technologies.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3609,Jaffna,FALSE,FALSE,Arts,Design,106769,Hambantota,FALSE,FALSE,P011,American College of Higher Education (ACHE),Private,Negombo,BBA in International Business,3-year degree with import/export case studies and trade simulations.,"English,Sinhala,Tamil",FALSE,168800,A/L pass or O/L pass,32,TRUE,P011
3610,Matale,FALSE,FALSE,Arts,Business,125651,Hambantota,FALSE,TRUE,P007,ESOFT Metro Campus,Private,"Colombo, Kandy, Galle, Negombo",BEng (Hons) Mechanical,4-year UK-accredited engineering degree with ANSYS labs.,"English,Sinhala,Tamil",FALSE,85023,A/L pass or O/L pass,30,TRUE,P007
3611,Ratnapura,FALSE,TRUE,Arts,Business,105222,Moneragala,TRUE,FALSE,P027,University of Central Lancashire (UCLan) Sri Lanka,Private,Colombo,Bachelor of Civil Engineering,"4-year IESL-accredited program focusing on earthquake-resistant design using SAP2000 software, with field studies in landslide areas. Includes 1-year industry placement, BIM technology training, and sustainable infrastructure projects.","English,Sinhala,Tamil",TRUE,41811,A/L pass or O/L pass,60,FALSE,P027
3612,Anuradhapura,FALSE,FALSE,Physical Science,Engineering,146556,Colombo,TRUE,TRUE,P012,Kaatsu International University,Private,Colombo,Bachelor of Sharia Law,"Islamic jurisprudence program with family law, commercial law, and comparative legal studies.","English,Sinhala,Tamil",TRUE,109353,A/L pass or O/L pass,20,FALSE,P012
3613,Vavuniya,TRUE,TRUE,Commerce,Medicine,155915,Kurunegala,TRUE,FALSE,P025,Virtusa Institute of Technology,Private,Colombo,BSc in Pharmacy,4-year program with clinical placements and drug formulation labs.,"English,Sinhala,Tamil",TRUE,103598,A/L pass or O/L pass,50,FALSE,P025
3614,Ratnapura,FALSE,FALSE,Arts,Design,196432,Anuradhapura,TRUE,TRUE,P027,University of Central Lancashire (UCLan) Sri Lanka,Private,Colombo,Bachelor of Dance,"Kandyan/Baratha program with choreography, traditional repertoire, and production management.","English,Sinhala,Tamil",TRUE,41811,A/L pass or O/L pass,60,FALSE,P027
3615,Kandy,TRUE,TRUE,Physical Science,Arts,141027,Vavuniya,TRUE,TRUE,G003,University of Moratuwa,Public,Moratuwa,BSc (Hons) in Business Management,"3-year program with CIMA exemptions, case study methodology, and industry mentorships.","English,Sinhala,Tamil",TRUE,11838,Z-score,60,TRUE,G003
3616,Vavuniya,FALSE,FALSE,Arts,Medicine,117167,Badulla,FALSE,FALSE,P022,Sei Campus,Private,Nugegoda,BBA in Human Resource Management,3-year degree with labor law training.,"English,Sinhala,Tamil",FALSE,217992,A/L pass or O/L pass,25,FALSE,P022
3617,Trincomalee,TRUE,TRUE,Biological Science,Engineering,97396,Badulla,FALSE,FALSE,P001,NSBM Green University,Private,"Homagama, Colombo",Bachelor of Chemistry,Industrial chemistry program with analytical instrumentation (HPLC/GC-MS). Includes materials science research.,"English,Sinhala,Tamil",FALSE,25419,A/L pass or O/L pass,45,TRUE,P001
3618,Hambantota,FALSE,TRUE,Arts,Engineering,235048,Galle,FALSE,TRUE,P008,Horizon Campus,Private,"Malabe, Kiribathgoda",Bachelor of Ayurveda,"Integrative medicine program with modern diagnostics training, herbal pharmacology, and clinical rotations. Includes panchakarma therapy certification.","English,Sinhala,Tamil",FALSE,154911,A/L pass or O/L pass,30,FALSE,P008
3619,Galle,FALSE,FALSE,Physical Science,Medicine,83255,Trincomalee,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Archaeology,"Hands-on program with Anuradhapura UNESCO site excavations, artifact conservation labs (3D scanning), and epigraphy training. Includes museum curation workshops and study tours.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3620,Matara,FALSE,FALSE,Commerce,IT,251286,Kegalle,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BA in Hospitality Management,3-year degree with hotel internships and wine tasting certification.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3621,Galle,FALSE,FALSE,Biological Science,Arts,89747,Batticaloa,TRUE,TRUE,P014,BCAS Campus,Private,"Colombo, Kalmunai",Bachelor of International Relations,"Program featuring UN Model simulations, diplomatic protocol training with Foreign Ministry partnerships, study tours to SAARC countries, and research projects on regional geopolitics. Includes language courses in Chinese/Arabic and conflict resolution workshops.","English,Sinhala,Tamil",TRUE,55083,A/L pass or O/L pass,35,TRUE,P014
3622,Nuwara Eliya,FALSE,FALSE,Physical Science,Design,18455,Polonnaruwa,FALSE,TRUE,P022,Sei Campus,Private,Nugegoda,BSc in Marketing,3-year digital marketing focused program.,"English,Sinhala,Tamil",FALSE,217992,A/L pass or O/L pass,25,FALSE,P022
3623,Anuradhapura,FALSE,TRUE,Physical Science,Business,273737,Kegalle,FALSE,TRUE,P024,Imperial College of Business Studies,Private,Colombo,BA (Hons) Events Management,3-year program with CHA internships.,"English,Sinhala,Tamil",FALSE,165146,A/L pass or O/L pass,30,TRUE,P024
3624,Kandy,FALSE,FALSE,Technology,Agriculture,89774,Nuwara Eliya,FALSE,TRUE,P011,American College of Higher Education (ACHE),Private,Negombo,Bachelor of English,"Creative writing program with post-colonial literature, journalism, and language teaching methodologies.","English,Sinhala,Tamil",FALSE,168800,A/L pass or O/L pass,32,TRUE,P011
3625,Vavuniya,TRUE,TRUE,Technology,Agriculture,97408,Kalutara,TRUE,TRUE,P028,Cardiff Metropolitan University (CMU) Sri Lanka,Private,Colombo,Bachelor of Fashion Design,"Textile innovation program with digital printing tech, MAS collaborations, and Colombo Fashion Week showcases. Includes sustainable design focus.","English,Sinhala,Tamil",TRUE,205744,A/L pass or O/L pass,58,TRUE,P028
3626,Matara,FALSE,TRUE,Technology,Design,46504,Hambantota,TRUE,FALSE,G001,University of Peradeniya,Public,Peradeniya,Bachelor of Biotechnology,"Fermentation technology program with industrial bioprocessing, enzyme engineering, and biofuel research.","English,Sinhala,Tamil",TRUE,13650,Z-score,65.77,TRUE,G001
3627,Kegalle,FALSE,FALSE,Commerce,Medicine,275122,Trincomalee,FALSE,FALSE,P015,Lyceum Campus,Private,"Colombo, Wattala",BSc in Food Science,3-year HACCP-certified program with product development.,"English,Sinhala,Tamil",FALSE,180180,A/L pass or O/L pass,33,TRUE,P015
3628,Puttalam,TRUE,TRUE,Commerce,Arts,185400,Moneragala,TRUE,FALSE,P023,SLIATE Affiliated Private Colleges,Private,Various,Bachelor of Psychology,"Cognitive neuroscience program with clinical placements, EEG labs, and counseling practicums. Includes industrial psychology specializations.","English,Sinhala,Tamil",TRUE,148909,A/L pass or O/L pass,30,FALSE,P023
3629,Kilinochchi,FALSE,FALSE,Arts,Medicine,61733,Galle,FALSE,TRUE,P006,ICBT Campus,Private,"Colombo, Kandy, Kurunegala, Matara",Bachelor of Education,"Madrasa curriculum program with Islamic pedagogy, child psychology, and modern teaching methods.","English,Sinhala,Tamil",FALSE,180702,A/L pass or O/L pass,38,TRUE,P006
3630,Trincomalee,FALSE,FALSE,Physical Science,Medicine,240549,Kalutara,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of IT,"Digital entrepreneurship program with e-commerce, fintech, and rural ICT solutions.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3631,Kandy,FALSE,FALSE,Technology,Design,264277,Mannar,FALSE,TRUE,P009,SAI Campus (South Asian Institute),Private,Colombo,Bachelor of Law,"Post-conflict justice program with human rights focus, legal aid clinics, and transitional justice studies. Includes moot court training.","English,Sinhala,Tamil",FALSE,58097,A/L pass or O/L pass,28,FALSE,P009
3632,Mullaitivu,TRUE,TRUE,Physical Science,Agriculture,73211,Puttalam,FALSE,FALSE,P020,City School of Architecture (CSA),Private,Colombo,Bachelor of Dental Surgery,"5-year SLDC-recognized program with CAD/CAM dentistry (3D printing labs), community oral health programs, and clinical rotations at Teaching Hospital Kandy. Includes research in tropical oral diseases.","English,Sinhala,Tamil",FALSE,10916,A/L pass or O/L pass,45,TRUE,P020
3633,Kilinochchi,FALSE,TRUE,Technology,Business,265133,Hambantota,FALSE,TRUE,P011,American College of Higher Education (ACHE),Private,Negombo,BSc in Environmental Management,3-year sustainability degree with GIS applications.,"English,Sinhala,Tamil",FALSE,168800,A/L pass or O/L pass,32,TRUE,P011
3634,Mullaitivu,FALSE,FALSE,Arts,Law,129118,Moneragala,TRUE,FALSE,P002,Informatics Institute of Technology (IIT),Private,Colombo,Bachelor of IT,"Cloud computing program with AWS/Azure certifications, cybersecurity modules, and virtual labs.","English,Sinhala,Tamil",TRUE,68711,A/L pass or O/L pass,48,TRUE,P002
3635,Anuradhapura,TRUE,TRUE,Technology,IT,280077,Gampaha,FALSE,FALSE,P013,ANC Education,Private,"Colombo, Kandy",Chartered Accountancy,Professional qualification with articleship training and SLFRS focus.,"English,Sinhala,Tamil",FALSE,230594,A/L pass or O/L pass,42,TRUE,P013
3636,Batticaloa,FALSE,FALSE,Technology,Business,255596,Moneragala,FALSE,TRUE,P021,AIMS Institute,Private,Colombo,BSc in Counseling Psychology,3-year program with practicum training and therapeutic techniques.,"English,Sinhala,Tamil",FALSE,74011,A/L pass or O/L pass,30,TRUE,P021
3637,Moneragala,FALSE,FALSE,Biological Science,Law,163264,Matara,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BS in Computer Science,4-year degree with US university transfer options and coding bootcamps.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3638,Jaffna,FALSE,FALSE,Arts,Design,101791,Batticaloa,TRUE,FALSE,P004,CINEC Campus,Private,"Malabe, Jaffna, Wattala",Bachelor of Tea Technology,"Plantation management program with tasting sessions, value-added product development, and export marketing.","English,Sinhala,Tamil",TRUE,196801,A/L pass or O/L pass,35,TRUE,P004
3639,Hambantota,FALSE,TRUE,Biological Science,IT,56372,Kegalle,FALSE,FALSE,P016,NIBM (National Institute of Business Management),Private,Colombo,BSc in Biotechnology,3-year Malaysian-linked program with genetic engineering labs.,"English,Sinhala,Tamil",FALSE,227607,A/L pass or O/L pass,40,FALSE,P016
